Query_num,Tweet_id,Rank
1,1288845756837826561,0.05562689504628402
1,1281713459424616451,0.055389430339890695
1,1280989675835011074,0.055237359051002285
1,1291744833741225984,0.040220998030398095
1,1290551410606641152,0.03696946016965282
1,1290538359870361600,0.03606053606920553
1,1285657334560231427,0.03580505924992061
1,1290546293232869376,0.03491793380763354
1,1290567340808196096,0.034163671784028675
1,1284228542784589827,0.03377460507321541
1,1290910223805198338,0.03375935584675191
1,1284262850589011968,0.032841217157578206
1,1284606998714228739,0.03280170972839381
1,1281872133837250560,0.03187383810818244
1,1290434121429331969,0.02979898347063325
1,1290515863133491201,0.029685213733198105
1,1283764586240335875,0.029528395729650946
1,1285986042986795008,0.029211272207351667
1,1291268271543648256,0.028881828912115035
1,1285942176837320705,0.02869480266621271
1,1290555297971437569,0.028364464193835464
1,1283809752980557825,0.027779989336851236
1,1290365547973156870,0.02770255910563494
1,1290409001708969985,0.02746219209494473
1,1291150809749692416,0.02742239137077362
1,1288843779726704640,0.027151957361739653
1,1290517279948419072,0.02706663501407509
1,1284363862167478278,0.026992226977531796
1,1290619537373589510,0.026967138019266073
1,1291219777185148928,0.02694309322854476
1,1287590769973514243,0.026721001878100656
1,1286136977612390403,0.026404600475329488
1,1290550550187118592,0.026369103558474175
1,1287584364373647361,0.02636005190916363
1,1291768221033521153,0.02631150121178621
1,1288831785279926273,0.026243030608968765
1,1288835827318095872,0.026243030608968765
1,1288850357741924353,0.026243030608968765
1,1288844587646189568,0.026243030608968765
1,1288847299951628288,0.026243030608968765
1,1288844620445765633,0.026243030608968765
1,1288848001037930498,0.026243030608968765
1,1288844071616880641,0.026094775678692485
1,1280933517669646342,0.02558072502875515
1,1285295886000521216,0.025370837458038278
1,1290368280616669187,0.02456611962579548
1,1290528502811439109,0.024492158506100453
1,1282117575522963456,0.02442860856911919
1,1288844555194970113,0.024312459490020998
1,1291214261117693952,0.024239688836442095
1,1291376121079005185,0.0241028625660605
1,1290386671289225216,0.024078299934293612
1,1290373274560598018,0.024078299934293612
1,1290421839601102848,0.024078299934293612
1,1290408848508018694,0.024078299934293612
1,1290368384912297985,0.024078299934293612
1,1290432067285602304,0.024078299934293612
1,1290380390792925190,0.024078299934293612
1,1290373308232368129,0.024078299934293612
1,1290364037453221892,0.024078299934293612
1,1290395681908293633,0.024078299934293612
1,1290391327696355328,0.024078299934293612
1,1290409983113408516,0.024078299934293612
1,1290369642834296832,0.024078299934293612
1,1290381277795889156,0.024078299934293612
1,1290372950907129857,0.024078299934293612
1,1290376842625650692,0.024078299934293612
1,1290385096705486850,0.024078299934293612
1,1290414484423495681,0.024078299934293612
1,1290418166858833920,0.024078299934293612
1,1290390161495404550,0.024078299934293612
1,1290427430721564672,0.024078299934293612
1,1283746057420017664,0.02407204964618176
1,1290494038164910080,0.024071620127045834
1,1290490353301114883,0.024071620127045834
1,1290512538136961029,0.024071620127045834
1,1290525176015261702,0.024071620127045834
1,1290548810867867649,0.024071620127045834
1,1290610797132079104,0.024071620127045834
1,1290579349477842944,0.024071620127045834
1,1290627866158223364,0.024071620127045834
1,1290618687079112708,0.024071620127045834
1,1290505098439917568,0.024071620127045834
1,1290619984763289601,0.024071620127045834
1,1290639714224156672,0.024071620127045834
1,1290543571481722880,0.024071620127045834
1,1290594173192744960,0.024071620127045834
1,1290534833165402113,0.024071620127045834
1,1290642837319688192,0.024071620127045834
1,1290636576398151681,0.024071620127045834
1,1290363975847170048,0.024029298935849264
1,1290619673663254529,0.023854323140535098
1,1290577606769876992,0.023854323140535098
1,1290614937384038401,0.023854323140535098
1,1290579411138482182,0.023854323140535098
1,1290618290914635778,0.023854323140535098
1,1290620053176627204,0.023854323140535098
1,1290640330962931718,0.023854323140535098
1,1290642707912720387,0.023854323140535098
1,1290632228393742342,0.023854323140535098
1,1290491014516322304,0.023854323140535098
1,1290579072272281601,0.023854323140535098
1,1290495703135817728,0.023854323140535098
1,1290586642663735298,0.023854323140535098
1,1290619384868864001,0.023854323140535098
1,1290504934111109121,0.023854323140535098
1,1290504753894449154,0.023854323140535098
1,1290591957228457984,0.023854323140535098
1,1290617854358773761,0.023854323140535098
1,1290538473364086784,0.023854323140535098
1,1290367123936641024,0.023854323140535098
1,1290373771904208896,0.023854323140535098
1,1290394270168489985,0.023854323140535098
1,1290367874469691392,0.023854323140535098
1,1290416633861648384,0.023854323140535098
1,1290391194023927813,0.023854323140535098
1,1290389160335945728,0.023854323140535098
1,1290375987486765056,0.023854323140535098
1,1290398587298471936,0.023854323140535098
1,1290404644129316870,0.023854323140535098
1,1290404341069647873,0.023854323140535098
1,1290426334045511680,0.023854323140535098
1,1290365053133193216,0.023854323140535098
1,1290404901693128710,0.023854323140535098
1,1290401240451559425,0.023854323140535098
1,1290400503285739520,0.023854323140535098
1,1290383714782863360,0.023854323140535098
1,1290365731117379584,0.023854323140535098
1,1290406350560923648,0.023854323140535098
1,1290366505323048960,0.023854323140535098
1,1290364003924008961,0.023854323140535098
1,1290385917304139776,0.023854323140535098
1,1290391828760535049,0.023854323140535098
1,1290365233932967937,0.023854323140535098
1,1290405344229953538,0.023854323140535098
1,1290365956083126273,0.023854323140535098
1,1290390071045169153,0.023854323140535098
1,1290396983950270471,0.023854323140535098
1,1290389880757817344,0.023854323140535098
1,1290401911162560514,0.023854323140535098
1,1290363415534481410,0.023854323140535098
1,1290375632698867712,0.023854323140535098
1,1290363464528142346,0.023854323140535098
1,1290414468627861507,0.023854323140535098
1,1290423524918796288,0.023854323140535098
1,1290391989574406145,0.023854323140535098
1,1290419485057392641,0.023854323140535098
1,1290413825871642624,0.023854323140535098
1,1290393006449844225,0.023854323140535098
1,1290367739643781123,0.023854323140535098
1,1290421473077649408,0.023854323140535098
1,1290364166696468480,0.023854323140535098
1,1290397507042844672,0.023854323140535098
1,1290414753395798018,0.023854323140535098
1,1290429621742317568,0.023854323140535098
1,1290526937027207168,0.023854323140535098
1,1291748392830300166,0.023739111926137715
1,1281042753271586822,0.023585067908933315
1,1290915417372987392,0.023319021192645655
1,1284254136985321478,0.02327185008305709
1,1285097007250628608,0.023247638093562728
1,1286281486451253248,0.02323173626626707
1,1291201165896454147,0.023177192304718132
1,1283948478545174536,0.023128812805838773
1,1288851498848395264,0.02311525586597648
1,1284336459680342017,0.02303118506104438
1,1290365139107999745,0.022868543470708207
1,1285071153262927872,0.022840443258706843
1,1281578059481710592,0.02277874975698603
1,1281065561259012096,0.022738383228228055
1,1290946990805848064,0.022696515055582595
1,1291014145391951873,0.02266728972888056
1,1286393137930186752,0.02266106027407912
1,1280967921687244800,0.02265854142444736
1,1288837174436286466,0.022618257817501458
1,1290961952089481216,0.022601497845921997
1,1280939790549110791,0.022575974267419995
1,1291233722331803649,0.022459948643515124
1,1284020575028023297,0.022385890166632057
1,1288832526291800064,0.022332013406223667
1,1284717894274875393,0.02231447993266496
1,1290367728340078593,0.022284220776729594
1,1283764084022734849,0.022185461533652685
1,1284999596435881985,0.02214046753512298
1,1291000246634459136,0.022131066467606157
1,1291123728089309186,0.02212836140241344
1,1281611045446901763,0.022092138047810645
1,1291194744979283971,0.022090468877389535
1,1284494453416361984,0.02199925655240595
1,1288842337712582657,0.021987604045250103
1,1286379824303333377,0.021947196974852347
1,1290636829222469634,0.021934667689168443
1,1282203596013080578,0.021903935527042628
1,1282245595382657024,0.021884437067036248
1,1290502980228141056,0.021853387460819763
1,1291285544178053120,0.02180682174547961
1,1291306855071875072,0.02176318030496751
1,1284211663093325824,0.02171994190215594
1,1286064170509709316,0.02169330598390592
1,1282582900374814720,0.021675950106552662
1,1285916502269493250,0.02163368814283046
1,1285961617654464512,0.021602831430355893
1,1290533740113014784,0.021557102935721956
1,1280953077600837632,0.02152443478906072
1,1286750856214323202,0.021500013184085388
1,1285269116174073861,0.021368669610573144
1,1291022322023849984,0.02132024405220076
1,1291222939942170624,0.021319751283132526
1,1280980711596572673,0.02131603693831323
1,1284621830142062592,0.021187178325031985
1,1291099637495996417,0.021180623030911665
1,1291245632561254400,0.021158999933505913
